Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
128,Chenango Memorial Hospital Inc,HOSP,Hospital,1/1/1901,179 North Broad St,,Norwich,New York,13815,6073374111,,,8,Chenango,3,Central New York Regional Office,,,0824000H,Chenango Memorial Hospital Inc,179 North Broad Street,,Norwich,New York,13815,,,,,New York,,Not for Profit Corporation,42.541813,-75.524773,"(42.541813, -75.524773)"
129,Chenango Memorial Hospital Inc SNF,NH,Residential Health Care Facility - SNF,1/1/1901,179 North Broad Street,,Norwich,New York,13815,6073374111,,,8,Chenango,3,Central New York Regional Office,,,0824000N,Chenango Memorial Hospital Inc,179 North Broad Street,,Norwich,New York,13815,,,,,New York,,Not for Profit Corporation,42.541813,-75.524773,"(42.541813, -75.524773)"
130,Chenango County Department of Public Health,DTC,Diagnostic and Treatment Center,9/27/1979,5 Court Street,,Norwich,New York,13815,6073371660,,,8,Chenango,3,Central New York Regional Office,,,0824200R,Chenango County Board of Supervisors,Court Street,,Norwich,New York,13815,,,,,New York,,County,42.531345,-75.525162,"(42.531345, -75.525162)"
131,Valley View Manor Nursing Home,NH,Residential Health Care Facility - SNF,2/1/1980,40 Park Street,,Norwich,New York,13815,6073349931,,,8,Chenango,3,Central New York Regional Office,,,0824303N,"Valley View Manor,LLC",40 Park Street,,Norwich,New York,13815,,,,,New York,,LLC,42.534866,-75.512817,"(42.534866, -75.512817)"
133,NYS Veterans Home,NH,Residential Health Care Facility - SNF,1/1/1901,4211 State Highway 220,,Oxford,New York,13830,6078433100,,,8,Chenango,3,Central New York Regional Office,,,0825301N,New York State Department of Health,Empire State Plaza,Corning Tower  Room 1683,Albany,New York,12237,,,,,New York,,State,42.450512,-75.605316,"(42.450512, -75.605316)"
135,The University of Vermont Health Network - Champlain Valley Physicians Hospital,HOSP,Hospital,1/1/1901,75 Beekman St,,Plattsburgh,New York,12901,5185612000,,,9,Clinton,4,Capital District Regional Office,,,0901001H,"The University of Vermont Health Network, Inc.",111 Colchester Avenue,,Burlington,New York,5401,Champlain Valley Physicians Hospital Medical Center Inc,100 Beekman Street,,Plattsburgh,New York,12901,Not for Profit Corporation,44.700279,-73.466751,"(44.700279, -73.466751)"
136,Champlain Valley Physicians Hospital Medical Center SNF,NH,Residential Health Care Facility - SNF,1/1/1901,75 Beekman Street,,Plattsburg,New York,12901,5185612000,,,9,Clinton,4,Capital District Regional Office,,,0901001N,Champlain Valley Physicians Hospital Medical Center Inc,100 Beekman Street,,Plattsburgh,New York,12901,,,,,New York,,Not for Profit Corporation,44.700279,-73.466751,"(44.700279, -73.466751)"
137,Clinton County Health Dept,DTC,Diagnostic and Treatment Center,9/27/1979,133 Margaret Street,,Plattsburgh,New York,12901,5185654848,,,9,Clinton,4,Capital District Regional Office,,,0901200R,Clinton County Health Department,3 Flynn Avenue,,Plattsburgh,New York,12901,,,,,New York,,County,44.698658,-73.453064,"(44.698658, -73.453064)"
138,"Planned Parenthood of the North Country, New York, Inc. - Plattsburgh",DTC-EC,Diagnostic and Treatment Center Extension Clinic,9/27/1979,66 Brinkerhoff Street,,Plattsburgh,New York,12901,5185610605,5185614522,,9,Clinton,4,Capital District Regional Office,"Planned Parenthood of the North Country, New York, Inc. - Watertown",3565,2201201R,"Planned Parenthood of the North Country, New York, Inc",220 Sherman Street,,Watertown,New York,13601,,,,,New York,,Not for Profit Corporation,44.696861,-73.457047,"(44.696861, -73.457047)"
139,Plattsburgh Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,2/1/1980,8 Bushey Boulevard,,Plattsburgh,New York,12901,5185633261,5185621367,,9,Clinton,4,Capital District Regional Office,,,0901304N,"PRNC Operating, LLC",8 Bushey Blvd.,,Plattsburgh,New York,12901,,,,,New York,,LLC,44.682777,-73.460121,"(44.682777, -73.460121)"
140,Meadowbrook Healthcare,NH,Residential Health Care Facility - SNF,2/1/1989,154 Prospect Avenue,,Plattsburgh,New York,12901,5185635440,5185631206,,9,Clinton,4,Capital District Regional Office,,,0901303N,"CGSR, Inc",80 North Prospect Avenue,,Plattsburgh,New York,12901,,,,,New York,,Business Corporation,44.703545,-73.473961,"(44.703545, -73.473961)"
144,Clinton County Nursing Home,NH,Residential Health Care Facility - SNF,1/1/1901,16 Flynn Avenue,,Plattsburgh,New York,12901,5185630950,,,9,Clinton,4,Capital District Regional Office,,,0952300N,County of Clinton,3 Flynn Avenue,,Plattsburgh,New York,12901,,,,,New York,,County,44.680717,-73.456497,"(44.680717, -73.456497)"
146,Columbia Memorial Hospital,HOSP,Hospital,1/1/1901,71 Prospect Ave,,Hudson,New York,12534,5188287601,,,10,Columbia,4,Capital District Regional Office,,,1001000H,Albany Medical Center,New Scotland Avenue,,Albany,New York,12208,Columbia Memorial Hospital,71 Prospect Avenue,,Hudson,New York,12534,Not for Profit Corporation,42.246239,-73.776306,"(42.246239, -73.776306)"
147,Columbia County Health Department,DTC,Diagnostic and Treatment Center,9/27/1979,325 Columbia Street,,Hudson,New York,12534,5188283358,,,10,Columbia,4,Capital District Regional Office,,,1001200R,Columbia County Health Department,70 North Third Street,,Hudson,New York,12534,,,,,New York,,County,42.253094,-73.789764,"(42.253094, -73.789764)"
150,FASNY Firemen's Home,NH,Residential Health Care Facility - SNF,1/1/1901,125 Harry-Howard Avenue,,Hudson,New York,12534,5188287695,,,10,Columbia,4,Capital District Regional Office,,,1001303N,Firemans Association of the State of New York,Harry-Howard Avenue,,Hudson,New York,12534,,,,,New York,,Not for Profit Corporation,42.255623,-73.77739,"(42.255623, -73.77739)"
152,Pine Haven Home,NH,Residential Health Care Facility - SNF,1/1/1901,NY Route 217,,Philmont,New York,12565,5186724021,,,10,Columbia,4,Capital District Regional Office,,,1021301N,"Pine Haven Operating, LLC",NY Rt. 217,,Philmont,New York,12565,,,,,New York,,LLC,42.248978,-73.649857,"(42.248978, -73.649857)"
154,The Grand Rehabilitation and Nursing at Barnwell,NH,Residential Health Care Facility - SNF,2/1/1989,3230 Church Street,,Valatie,New York,12184,5187586222,5187589829,,10,Columbia,4,Capital District Regional Office,,,1023302N,Barnwell Operations Associates LLC,3230 Church Street,,Valatie,New York,12184,,,,,New York,,LLC,42.41798,-73.675468,"(42.41798, -73.675468)"
156,Livingston Hills Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,2/1/1989,2781 Route 9,P.O. Box 95,Livingston,New York,12541,5188513041,,,10,Columbia,4,Capital District Regional Office,,,1063302N,Livingston S and V Operations LLC,"Gutnicki LLP, 4711 Gold Road, Suite 200",,Skokie,New York,60076,,,,,New York,,LLC,42.139454,-73.784914,"(42.139454, -73.784914)"
158,Cortland Regional Medical Center Inc,HOSP,Hospital,1/1/1901,134 Homer Avenue,,Cortland,New York,13045,6077567525,,,11,Cortland,3,Central New York Regional Office,,,1101000H,Cortland Regional Medical Center Inc,134 Homer Avenue,,Cortland,New York,13045,,,,,New York,,Not for Profit Corporation,42.609051,-76.186195,"(42.609051, -76.186195)"
159,Cortland County Department of Health,DTC,Diagnostic and Treatment Center,9/27/1979,60 Central Avenue,,Cortland,New York,13045,6077535135,,,11,Cortland,3,Central New York Regional Office,,,1101200R,Cortland County Department of Health,60 Central Avenue,,Cortland,New York,13045,,,,,New York,,County,42.6003,-76.176697,"(42.6003, -76.176697)"
160,Cortland Park Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,2/1/1989,193 Clinton Avenue,,Cortland,New York,13045,6077569921,6077568954,,11,Cortland,3,Central New York Regional Office,,,1101310N,"CRNC, LLC",1Hillcrest Center Drive,Suite 225,Spring Valley,New York,10977,,,,,New York,,LLC,42.611557,-76.164902,"(42.611557, -76.164902)"
161,Crown Park Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,2/1/1979,28 Kellogg Road,,Cortland,New York,13045,6077539631,6077562968,,11,Cortland,3,Central New York Regional Office,,,1101312N,"CCRNC, LLC",1 Hill Crest Ctr - Suite 325,,Spring Valley,New York,10977,,,,,New York,,LLC,42.595219,-76.160072,"(42.595219, -76.160072)"
163,Lifetime Care/Hospice of Rochester/Hospice of Wayne&Seneca Counties,HSPC,Hospice,4/21/1981,3111 South Winton Road,,Rochester,New York,14623,5852141000,,,27,Monroe,2,Western Regional Office - Rochester,,,2701501F,Genesee Region Home Care Association Inc,3111 South Winton Road,,Rochester,New York,14623,,,,,New York,,Not for Profit Corporation,43.092171,-77.582054,"(43.092171, -77.582054)"
165,O'Connor Hospital,,Primary Care Hospital - Critical Access Hospital,2/1/1996,460 Andes Road,,Delhi,New York,13753,6077460300,,,12,Delaware,4,Capital District Regional Office,,,1254700C,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,O'Connor Hospital,Andes Road,,Delhi,New York,13753,Not for Profit Corporation,42.269238,-74.91555,"(42.269238, -74.91555)"
169,Robinson Terrace,NH,Residential Health Care Facility - SNF,1/1/1901,28652 State Highway 23,,Stamford,New York,12167,6076527521,,,12,Delaware,4,Capital District Regional Office,,,1225000N,"The Stamford Health Care Society, Inc",Harper Street,,Stamford,New York,12167,,,,,New York,,Not for Profit Corporation,42.41177,-74.598083,"(42.41177, -74.598083)"
170,Margaretville Hospital,,Primary Care Hospital - Critical Access Hospital,2/1/1979,42084 State Highway 28,,Margaretville,New York,12455,8455862631,,,12,Delaware,4,Capital District Regional Office,,,1226701C,"Health Alliance, Inc",741 Grant Street,,Lake Katrine,New York,12449,Margaretville Memorial Hospital Inc,Route 28,,Margaretville,New York,12455,Not for Profit Corporation,42.147694,-74.643089,"(42.147694, -74.643089)"
171,Mountainside Residential Care Center,NH,Residential Health Care Facility - SNF,2/1/1989,42158 State Highway #28,,Margaretville,New York,12455,8455861800,,,12,Delaware,4,Capital District Regional Office,,,1226300N,"Margaretville Nursing Home, Inc",Route 28,,Margaretville,New York,12455,,,,,New York,,Not for Profit Corporation,42.147366,-74.641708,"(42.147366, -74.641708)"
174,Delaware Valley Hospital Inc,,Primary Care Hospital - Critical Access Hospital,2/17/2005,1 Titus Place,,Walton,New York,13856,6078652100,,,12,Delaware,4,Capital District Regional Office,,,1229700C,Delaware Valley Hospital Inc,1 Titus Place,,Walton,New York,13856,,,,,New York,,Not for Profit Corporation,42.165611,-75.12812,"(42.165611, -75.12812)"
180,Mid-Hudson Valley Division of Westchester Medical Center,HOSP,Hospital,1/1/1901,241 North Road,,Poughkeepsie,New York,12601,8454835000,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,5957001H,Westchester County Health Care Corporation,148 Martine Avenue,,White Plains,New York,10601,,,,,New York,,County,41.717392,-73.92942,"(41.717392, -73.92942)"
181,Vassar Brothers Medical Center,HOSP,Hospital,1/1/1901,45 Reade Place,,Poughkeepsie,New York,12601,8454548500,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1302001H,Vassar Brothers Hospital Inc,Reade Place,,Poughkeepsie,New York,12601,"Health Quest Systems, Inc.",45 Reade Place,,Poughkeepsie,New York,12601,Not for Profit Corporation,41.694523,-73.935799,"(41.694523, -73.935799)"
183,Department of Behavioral and Community Health,DTC,Diagnostic and Treatment Center,9/27/1979,29 North Hamilton Street,,Poughkeepsie,New York,12601,8454863400,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1302201R,Department of Behavioral and Community Health,29 North Hamilton Street,,Poughkeepsie,New York,12601,,,,,New York,,County,41.703957,-73.922379,"(41.703957, -73.922379)"
184,"Planned Parenthood of the Mid-Hudson Valley, Inc.",DTC,Diagnostic and Treatment Center,1/1/1997,17 Noxon Street,,Poughkeepsie,New York,12601,8454711540,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1302207R,"Planned Parenthood of the Mid-Hudson Valley, Inc.",85 Market Street,,Poughkeepsie,New York,12601,,,,,New York,,Not for Profit Corporation,41.701019,-73.929726,"(41.701019, -73.929726)"
186,The Pines at Poughkeepsie Center for Nursing & Rehabilitation,NH,Residential Health Care Facility - SNF,2/1/1989,100 Franklin Street,,Poughkeepsie,New York,12601,8454544100,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1302308N,"Poughkeepsie Crossings, LLC",100 Franklin Street,,Poughkeepsie,New York,12601,,,,,New York,,LLC,41.695976,-73.929611,"(41.695976, -73.929611)"
189,The Grand Rehabilitation and Nursing at Pawling,NH,Residential Health Care Facility - SNF,2/1/1989,9 Reservoir Road,,Pawling,New York,12564,8458555700,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1322302N,"The Center for Rehabilitation and Healthcare at Dutchess, LLC",9 Reservoir Road,,Pawling,New York,12564,,,,,New York,,LLC,41.574398,-73.591888,"(41.574398, -73.591888)"
191,Sapphire Nursing at Wappingers,NH,Residential Health Care Facility - SNF,8/1/1980,37 Mesier Avenue,,Wappingers Falls,New York,12590,8452973793,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1324303N,"Sapphire Nursing at Wappingers, LLC",37 Mesier Avenue,,Wappingers Falls,New York,12590,,,,,New York,,LLC,41.594684,-73.917656,"(41.594684, -73.917656)"
192,Northern Dutchess Hospital,HOSP,Hospital,1/1/1901,6511 Springbrook Avenue,,Rhinebeck,New York,12572,8458713001,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1327000H,"Health Quest Systems, Inc.",Stoneleigh Avenue,,Carmel,New York,10512,Northern Dutchess Hospital Inc,Springbrook Avenue,,Rhinebeck,New York,12572,Not for Profit Corporation,41.934223,-73.912331,"(41.934223, -73.912331)"
193,"Northern Dutchess Res Health Care Facility, Inc",NH,Residential Health Care Facility - SNF,8/1/1980,"6525 Springbrook Avenue, P.O. Box 514",,Rhinebeck,New York,12572,8458713760,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1327302N,"Northern Dutchess Res Health Care Facility,Inc",12 Springbrook Avenue,,Rhinebeck,New York,12572,,,,,New York,,Not for Profit Corporation,41.934959,-73.911369,"(41.934959, -73.911369)"
194,Ferncliff Nursing Home Co Inc,NH,Residential Health Care Facility - SNF,1/1/1901,21 Ferncliff Dr,,Rhinebeck,New York,12572,8458762011,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1327300N,Catholic Health Care System,"205 Lexington Avenue, 3rd Floor",,New York,New York,10016,Ferncliff Nursing Home Co Inc,Po Box 386 River Road,,Rhinebeck,New York,12572,Not for Profit Corporation,41.941833,-73.935341,"(41.941833, -73.935341)"
195,The Baptist Home at Brookmeade,NH,Residential Health Care Facility - SNF,1/1/1901,46 Brookmeade Drive,,Rhinebeck,New York,12572,8458762071,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1327301N,Baptist Home of Brooklyn NY Inc,198 Route 308,,Rhinebeck,New York,12572,,,,,New York,,Not for Profit Corporation,41.926517,-73.892136,"(41.926517, -73.892136)"
201,Fishkill Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,1/1/1991,22 Robert R. Kasin Way,,Beacon,New York,12508,8458318704,8458313602,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1301302N,"Yertle Operations, LLC",22 Robert R. Kasin Way,,Beacon,New York,12508,,,,,New York,,LLC,41.521412,-73.972733,"(41.521412, -73.972733)"
202,The Eleanor Nursing Care Center,NH,Residential Health Care Facility - SNF,1/1/1901,419 North Quaker Lane,,Hyde Park,New York,12538,8452299177,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1356303N,"Victory Lake Operations, LLC",958 Church Street,,Baldwin,New York,11510,,,,,New York,,LLC,41.795429,-73.865288,"(41.795429, -73.865288)"
203,Renaissance Rehabilitation and Nursing Care Center,NH,Residential Health Care Facility - SNF,1/1/1991,4975 Albany Post Road,,Staatsburg,New York,12580,8458894500,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1356302N,Hyde Park Nursing Home Inc,897 Route 9,,Staatsburg,New York,12580,,,,,New York,,Business Corporation,41.83255,-73.93364,"(41.83255, -73.93364)"
204,Hospice at Lourdes,HSPC,Hospice,6/1/1985,4102 Old Vestal Road,,Vestal,New York,13850,6077985692,,,3,Broome,3,Central New York Regional Office,,,0301501F,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.097095,-75.975243,"(42.097095, -75.975243)"
207,Buffalo General Medical Center,HOSP,Hospital,2/1/1980,100 High Street,,Buffalo,New York,14203,7168595600,,,14,Erie,1,Western Regional Office - Buffalo,,,1401014H,Kaleida Health,100 High Street,,Buffalo,New York,14203,,,,,New York,,Not for Profit Corporation,42.900394,-78.865707,"(42.900394, -78.865707)"
208,John R. Oishei Children's Hospital,HOSP,Hospital,2/1/1978,818 Ellicott Street,,Buffalo,New York,14203,7168787000,,,14,Erie,1,Western Regional Office - Buffalo,Buffalo General Medical Center,207,1401014H,Kaleida Health,100 High Street,,Buffalo,New York,14203,,,,,New York,,Not for Profit Corporation,,,
210,Erie County Medical Center,HOSP,Hospital,1/1/1901,462 Grider Street,,Buffalo,New York,14215,7168983000,,,14,Erie,1,Western Regional Office - Buffalo,,,1401005H,Erie County Medical Center Corporation,462 Grider Street,,Buffalo,New York,14215,,,,,New York,,Public Benefit Corporation,42.92717,-78.829224,"(42.92717, -78.829224)"
213,Mercy Hospital of Buffalo,HOSP,Hospital,1/1/1901,565 Abbott Road,,Buffalo,New York,14220,7168267000,,,14,Erie,1,Western Regional Office - Buffalo,,,1401008H,"Catholic Health System, Inc.",144 Genesee Street,Seton Professional Building,Buffalo,New York,14203,Mercy Hospital of Buffalo Inc,565 Abbott Road,,Buffalo,New York,14220,Business Corporation,42.84853,-78.812859,"(42.84853, -78.812859)"
